SEGMENT,ITP_REGION,ERP_SYSTEM,CONSOLIDATED_COMPANY_NAME,CONSOLIDATED_COMPANY_CODE,ERP_COMPANY_CODE,ERP_PLANT_CODE,ACCOUNTING_FACILITY_CODE,RECEIVING_FACILITY_CODE,RECEIVING_FACILITY_DESCRIPTION,SUPPLIER_CODE,SUPPLIER_NAME,SUPPLIER_INV_DATE,SUPPLIER_SHIP_DATE,SUPPLIER_INV_NUMBER,CAT_DOCUMENT_NO,DOCUMENT_CURR,AMOUNT_DOCUMENT_CURR,AMOUNT_USD_LINE,AMOUNT_USD_HEADER_VAT,AMOUNT_USD_HEADER,INV_RECEIPT_DATE,SCANNING_BARCODE,ENTRY_DATE,POSTING_DATE,PAYMENT_DATE,PAYMENT_TERMS,DUE_DATE,DUE_DATE_ERP,PO_NUMBER,DOCUMENT_TYPE,STATUS,TYPE_OF_VENDOR,TRANSACTION_CODE,USER_ID,GRIEF_CREATION_DATE,GRIEF_APPROVAL_DATE,GRIEF_CLOSURE_DATE_HEADER,GRIEF_CLOSURE_DATE_LINE,GRIEF_AGEING,GRANULAR_GRIEF_TYPE,CONSOLIDATED_GRIEF_TYPE,GRIEF_OWNER,GRIEF_ESCALATION,FREIGHT_TYPE,DESTINATION_CITY,DESTINATION_STATE,XPDT_LOAD_AUTH_ID,SECONDARY_CARRIER_PRO_NUMBER,ORIGIN_CITY,ORIGIN_STATE,METHOD_OF_ENTRY,LINE_ITEM_NUMBER,MD5_HASH,ETL_CREATED_DATE,ETL_CDC_DATE
,North America,CFPS,,,1,35,1,35,,90,UPS SUPPLY CHAIN SOLUTIONS(MENLO)  ,03-05-2021,03-05-2021,3503605677,202105033503605677    010090 ,USD,3.2,3.2,3.2,3.2,11-05-2021,,24-05-2021,27-05-2021,08-07-2021,60,10-07-2021,10-07-2021,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,24-05-2021,24-05-2021,,,,,,outbound,BATAVIA                  ,NY,          ,350360567,GRIMBERGEN               ,  ,,,eff8b578b1059ca9058bd2a9253f0199,28:20.4,28:20.4
,North America,CFPS,,,1,ZQ,ZQ,ZQ,,265,ALEXIM TRADING CORPORATION         ,16-11-2021,16-11-2021,ALX218111097  ,20211116ALX218111097  ZQ0265 ,USD,70.48,70.48,70.48,70.48,18-11-2021,,09-12-2021,14-12-2021,18-01-2022,60,17-01-2022,17-01-2022,,O ,Cleared,,,CASS    ,01-01-1900,01-01-1900,09-12-2021,09-12-2021,,,,,,outbound,SANTIAGO DE CHILE        ,  ,          ,ALX21811109   ,MIAMI LAKES              ,FL,,,8d269cbabca303244741530f5d785618,28:20.4,28:20.4
,North America,CFPS,,,1,47,1,47,,55,DHL GLOBAL FORWARDING/AEI (AIR)    ,03-11-2020,03-11-2020,5MNJ142       ,202011035MNJ142       010055 ,USD,41.6,41.6,41.6,41.6,12-11-2020,,25-11-2020,02-12-2020,04-12-2020,60,11-01-2021,11-01-2021,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,25-11-2020,25-11-2020,,,,,,outbound,DEREVNYA CHERNAYA GRYAZ M,  ,          ,5MNJ14        ,MORTON                   ,IL,,,0584f79f5b4eb5c79ddd4e9897c39e69,28:20.4,28:20.4
,Japan,CFPS,,,1,66,DQ,66,,90,UPS SUPPLY CHAIN SOLUTIONS(MENLO)  ,06-02-2020,06-02-2020,5986304819,202002065986304819    DQ0090 ,USD,326.96,326.96,326.96,326.96,12-02-2020,,17-02-2020,20-02-2020,13-04-2020,60,12-04-2020,12-04-2020,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,17-02-2020,17-02-2020,,,,,,outbound,CHICO                    ,CA,          ,598630481,YOKOHAMA-SHI             ,  ,,,8aaeaf4fa89c3bbcf279cf81ea0daa68,28:20.4,28:20.4
,EAME,CFPS,,,1,35,1,35,,90,UPS SUPPLY CHAIN SOLUTIONS(MENLO)  ,26-02-2021,26-02-2021,3503415575,202102263503415575    010090 ,USD,228,228,228,228,05-03-2021,,18-03-2021,23-03-2021,03-05-2021,60,04-05-2021,04-05-2021,,C ,Cleared,,,CASS    ,01-01-1900,01-01-1900,18-03-2021,18-03-2021,,,,,,outbound,GRAND JUNCTION           ,CO,          ,350341557,GRIMBERGEN               ,  ,,,4b80ae69ca7253a0e00fe4bc94e7fefc,28:20.4,28:20.4
,North America,CFPS,,,1,1M,1,1M,,5949,"ROYAL EXPRESS, INC                 ",19-02-2021,19-02-2021,309516,20210219309516        015949 ,USD,628,628,628,628,29-03-2021,,21-04-2021,26-04-2021,26-05-2021,60,28-05-2021,28-05-2021,,M ,Cleared,,,CASS    ,01-01-1900,01-01-1900,21-04-2021,21-04-2021,,,,,,Inbound,WACO                     ,TX,711ROYA711,9938821,RAMOS ARIZPE             ,CU,,,8042249ac62daddd80880b02aa6deaef,28:20.4,28:20.4
,North America,CFPS,,,1,DQ,DQ,DQ,,55,DHL GLOBAL FORWARDING/AEI (AIR)    ,19-12-2019,19-12-2019,3CZX400       ,201912193CZX400       DQ0055 ,USD,40,40,40,40,29-10-2020,,11-11-2020,16-11-2020,19-11-2020,60,28-12-2020,28-12-2020,,Y ,Cleared,,,CASS    ,01-01-1900,01-01-1900,11-11-2020,11-11-2020,,,,,,Inbound,CLAYTON                  ,NC,          ,              ,PETERBOROUGH             ,  ,,,ad5c17c98ca06c9ab4260c34f8e58c6a,28:20.4,28:20.4
,North America,CFPS,,,1,28,28,28,,495,CEVA INTERNATIONAL INC             ,21-08-2021,21-08-2021,CPQ210900807  ,20210821CPQ210900807  280495 ,USD,1050,1050,1050,1050,21-09-2021,,20-10-2021,25-10-2021,15-11-2021,60,20-11-2021,20-11-2021,,C ,Cleared,,,CASS    ,01-01-1900,01-01-1900,20-10-2021,20-10-2021,,,,,,outbound,PIKEVILLE                ,KY,          ,CPQ21090080   ,PIRACICABA               ,SP,,,2985dd02622972f23120006212dfd243,28:20.4,28:20.4
,North America,CFPS,,,1,6,6,6,,495,CEVA INTERNATIONAL INC             ,05-06-2020,05-06-2020,C39490579     ,20200605C39490579     060495 ,USD,45.6,45.6,45.6,45.6,24-06-2020,,08-07-2020,13-07-2020,18-08-2020,60,23-08-2020,23-08-2020,,M ,Cleared,,,CASS    ,01-01-1900,01-01-1900,08-07-2020,08-07-2020,,,,,,Inbound,MAPLETON                 ,IL,          ,C3949057      ,BORSEA                   ,(R,,,ef937081407120a3d71afdd9f0f1a1a2,28:20.4,28:20.4
,North America,CFPS,,,1,35,1,35,,90,UPS SUPPLY CHAIN SOLUTIONS(MENLO)  ,01-07-2021,01-07-2021,3503913039,202107013503913039    010090 ,USD,6.28,6.28,6.28,6.28,15-07-2021,,28-07-2021,02-08-2021,13-09-2021,60,13-09-2021,13-09-2021,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,28-07-2021,28-07-2021,,,,,,outbound,WINNIPEG                 ,MB,          ,350391303,GRIMBERGEN               ,  ,,,29e4b374035ca78cf0e8c39763d9216e,28:20.4,28:20.4
,North America,CFPS,,,1,35,1,35,,90,UPS SUPPLY CHAIN SOLUTIONS(MENLO)  ,07-03-2022,07-03-2022,3505338408,202203073505338408    010090 ,USD,4857.24,4857.24,4857.24,4857.24,22-03-2022,,04-04-2022,07-04-2022,0000-12-30,60,21-05-2022,21-05-2022,,A ,Open,,,Z1FP4065,01-01-1900,01-01-1900,04-04-2022,04-04-2022,,,,,,outbound,LEDUC                    ,AB,          ,350533840,GRIMBERGEN               ,  ,,,92feed4279bb7bde64423cc2f869ccaa,28:20.4,28:20.4
,North America,CFPS,,,1,13,13,13,,3051,AGW STEEL INC                      ,16-09-2021,16-09-2021,23239,2021091623239         133051 ,USD,301.21,301.21,301.21,301.21,17-09-2021,,20-10-2021,25-10-2021,15-11-2021,60,16-11-2021,16-11-2021,,A ,Cleared,,,CASS    ,01-01-1900,01-01-1900,20-10-2021,20-10-2021,,,,,,outbound,EAST PEORIA              ,IL,12961428,84130,DECATUR                  ,IL,,,3dcbbff19a337212735bb033df7861d9,28:20.4,28:20.4
,North America,CFPS,,,1,56,56,56,,3590A,C R S T DEDICATED SERVICES         ,23-04-2021,23-04-2021,40259716,2021042340259716      563590A,USD,2517.62,2517.62,2517.62,2517.62,21-06-2021,,09-07-2021,14-07-2021,18-08-2021,60,20-08-2021,20-08-2021,,A ,Cleared,,,CASS    ,01-01-1900,01-01-1900,09-07-2021,09-07-2021,,,,,,Inbound,MIAMI LAKES              ,FL,          ,40259716,WACO                     ,TX,,,77fc46327d8dc59217b2c6a198f3ae91,28:20.4,28:20.4
,North America,CFPS,,,1,XB,XB,XB,,90,UPS SUPPLY CHAIN SOLUTIONS(MENLO)  ,22-07-2020,22-07-2020,5012613430,202007225012613430    XB0090 ,USD,6.14,6.14,6.14,6.14,17-09-2020,,02-10-2020,07-10-2020,19-10-2020,60,16-11-2020,16-11-2020,,Y ,Cleared,,,CASS    ,01-01-1900,01-01-1900,02-10-2020,02-10-2020,,,,,,outbound,LITTLE ROCK              ,AR,          ,501261343,SHANGHAI                 ,  ,,,6e513fdba3408ebd968ec4b0b5e99099,28:20.4,28:20.4
,EAME,CFPS,,,1,35,1,35,,90,UPS SUPPLY CHAIN SOLUTIONS(MENLO)  ,03-11-2021,03-11-2021,3504681906,202111033504681906    010090 ,USD,290.88,290.88,290.88,290.88,11-11-2021,,03-12-2021,08-12-2021,10-01-2022,60,10-01-2022,10-01-2022,,Y ,Cleared,,,CASS    ,01-01-1900,01-01-1900,03-12-2021,03-12-2021,,,,,,outbound,POINTE-CLAIRE            ,QC,          ,350468190,GRIMBERGEN               ,BR,,,586a85bc44e4d2a6f044c6b30c27883e,28:20.4,28:20.4
,North America,CFPS,,,1,16,16,16,,8231,SUPERIOR CONSOLIDATED INDUSTRIES   ,30-08-2021,30-08-2021,S0080908      ,20210830S0080908      168231 ,USD,101.84,101.84,101.84,101.84,31-08-2021,,21-09-2021,24-09-2021,28-10-2021,60,30-10-2021,30-10-2021,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,21-09-2021,21-09-2021,,,,,,Inbound,E. PEORIA IL             ,IL,          ,80908,METAMORA IL              ,IL,,,a90b986c92f418c499c3f7ad0d10557f,28:20.4,28:20.4
,North America,CFPS,,,1,XO,XO,XO,,2687A,CON-WAY FREIGHT                    ,04-11-2021,04-11-2021,760652340,20211104760652340     XO2687A,USD,43.64,43.64,43.64,43.64,16-11-2021,,07-12-2021,10-12-2021,03-01-2022,60,15-01-2022,15-01-2022,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,07-12-2021,07-12-2021,,,,,,Inbound,GOLDSBORO                ,NC,13834243,760652340,GRAND BLANC              ,MI,,,b6a2b0cb0a80ef885044bbfea9a5bc14,28:20.4,28:20.4
,North America,CFPS,,,1,68,68,68,,2687A,CON-WAY FREIGHT                    ,16-06-2020,16-06-2020,141155254,20200616141155254     682687A,USD,7933.1,7933.1,7933.1,7933.1,29-06-2020,,02-07-2020,08-07-2020,26-08-2020,60,28-08-2020,28-08-2020,,A ,Cleared,,,CASS    ,01-01-1900,01-01-1900,02-07-2020,02-07-2020,,,,,,Inbound,CORINTH                  ,MS,441    441,141155254,MORTON                   ,IL,,,d4b52b03412cf3b16a21eefd9ac1c6a2,28:20.4,28:20.4
,North America,CFPS,,,1,R8,R8,R8,,4982,FORE TRANSPORTATION                ,02-03-2021,02-03-2021,650183,20210302650183        R84982 ,USD,4.68,4.68,4.68,4.68,04-03-2021,,09-03-2021,12-03-2021,03-05-2021,60,03-05-2021,03-05-2021,,Y ,Cleared,,,CASS    ,01-01-1900,01-01-1900,09-03-2021,09-03-2021,,,,,,Inbound,JOLIET                   ,IL,MRSMRSUMRS,675033,TIPTON                   ,EN,,,cfb87ac0be6c1a6ac5186fb562dd99b6,28:20.4,28:20.4
,North America,CFPS,,,1,6,6,6,,2687A,CON-WAY FREIGHT                    ,14-07-2020,14-07-2020,141012281,20200714141012281     062687A,USD,56.43,56.43,56.43,56.43,27-07-2020,,30-07-2020,04-08-2020,23-09-2020,60,25-09-2020,25-09-2020,,A ,Cleared,,,CASS    ,01-01-1900,01-01-1900,30-07-2020,30-07-2020,,,,,,outbound,ADDISON                  ,IL,          ,141012281,MAPLETON                 ,IL,,,7a15fc7d95aaa77bafefc22db6d46f52,28:20.4,28:20.4
,North America,CFPS,,,1,16,16,16,,2687A,CON-WAY FREIGHT                    ,14-09-2020,14-09-2020,667488275,20200914667488275     162687A,USD,1072.17,1072.17,1072.17,1072.17,28-09-2020,,09-10-2020,14-10-2020,25-11-2020,60,27-11-2020,27-11-2020,,A ,Cleared,,,CASS    ,01-01-1900,01-01-1900,09-10-2020,09-10-2020,,,,,,Inbound,EAST PEORIA              ,IL,          ,667488275,DECATUR                  ,IL,,,450adf81cdcd0e291201a00904465308,28:20.4,28:20.4
,North America,CFPS,,,1,16,16,16,,2687A,CON-WAY FREIGHT                    ,19-10-2020,19-10-2020,393653665,20201019393653665     162687A,USD,527.63,527.63,527.63,527.63,02-11-2020,,13-11-2020,18-11-2020,30-12-2020,60,01-01-2021,01-01-2021,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,13-11-2020,13-11-2020,,,,,,outbound,MITCHELL                 ,SD,          ,393653665,BARTONVILLE              ,IL,,,016628982a5ca44dc20731696252cac4,28:20.4,28:20.4
,North America,CFPS,,,1,LE,LE,LE,,2687A,CON-WAY FREIGHT                    ,18-05-2021,18-05-2021,738532082,20210518738532082     LE2687A,USD,18.96,18.96,18.96,18.96,01-06-2021,,04-06-2021,09-06-2021,29-07-2021,60,31-07-2021,31-07-2021,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,04-06-2021,04-06-2021,,,,,,Inbound,GRIFFIN                  ,GA,999,738532082,HOUSTON                  ,TX,,,7f943164304d68461d0bdd780844f1d1,28:20.4,28:20.4
,North America,CFPS,,,1,88,88,88,,2687A,CON-WAY FREIGHT                    ,09-12-2020,09-12-2020,255168900,20201209255168900     882687A,USD,10.24,10.24,10.24,10.24,28-12-2020,,04-01-2021,07-01-2021,24-02-2021,60,26-02-2021,26-02-2021,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,04-01-2021,04-01-2021,,,,,,Inbound,LAFAYETTE                ,IN,463    463,255168900,TROY                     ,TX,,,ec84656ef095ec0554982d7968bd31cf,28:20.4,28:20.4
,North America,CFPS,,,1,1G,1,1G,,2687A,CON-WAY FREIGHT                    ,18-02-2020,18-02-2020,588608790,20200218588608790     012687A,USD,107.91,107.91,107.91,107.91,02-03-2020,,05-03-2020,10-03-2020,19-03-2020,60,01-05-2020,01-05-2020,,A ,Cleared,,,CASS    ,01-01-1900,01-01-1900,05-03-2020,05-03-2020,,,,,,Inbound,BARTONVILLE              ,IL,311463-311,588608790,EAST PEORIA              ,IL,,,078e61b1e41e0121d1f6e517b361fcad,28:20.4,28:20.4
,North America,CFPS,,,1,LS,1,LS,,8496,UNITED PARCEL SERVICE              ,17-05-2021,17-05-2021,46301Y2110522 ,2021051746301Y2110522 018496 ,USD,1.47,1.47,1.47,1.47,23-05-2021,,23-05-2021,02-06-2021,20-07-2021,60,22-07-2021,22-07-2021,,Y ,Cleared,,,CASS    ,01-01-1900,01-01-1900,0000-12-30,0000-12-30,506,,,,,outbound,                         ,  ,          ,              ,                         ,  ,,,f1a49e2310c89f5ff6ba7ee65967bd85,28:20.4,28:20.4
,North America,CFPS,,,1,WK,WK,WK,,4984,"EVANS TRANSPORTATION SERVICES, INC ",19-03-2021,19-03-2021,D772644       ,20210319D772644       WK4984 ,USD,53.95,53.95,53.95,53.95,23-03-2021,,01-04-2021,07-04-2021,20-05-2021,60,22-05-2021,22-05-2021,,A ,Cleared,,,CASS    ,01-01-1900,01-01-1900,26-03-2021,26-03-2021,,,,,,Inbound,JOLIET                   ,IL,  T      T,14946073757,CHAMPAIGN                ,IL,,,6a7041b814f239a2e6dda62debf586ae,28:20.4,28:20.4
,North America,CFPS,,,1,1G,1,1G,,5060,G & D TRANSPORTATION               ,19-06-2020,19-06-2020,73482333,2020061973482333      015060 ,USD,1.89,1.89,1.89,1.89,22-06-2020,,26-06-2020,01-07-2020,19-08-2020,60,21-08-2020,21-08-2020,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,25-06-2020,25-06-2020,,,,,,Inbound,BARTONVILLE              ,IL,5385385538,551506,EAST PEORIA              ,IL,,,eb053d77dcf6261b483422d85ad7d348,28:20.4,28:20.4
,North America,CFPS,,,1,N7,92,N7,,8495,UPS SUPPLY CHAIN SOLUTIONS         ,21-09-2020,21-09-2020,1424508875,202009211424508875    928495 ,USD,30.2,30.2,30.2,30.2,08-10-2020,,16-10-2020,21-10-2020,07-12-2020,60,07-12-2020,07-12-2020,,Y ,Cleared,,,CASS    ,01-01-1900,01-01-1900,16-10-2020,16-10-2020,,,,,,Inbound,CHAMPAIGN                ,IL,          ,              ,CHAMPAIGN                ,IL,,,e9f45af28f1ea06b9688fb474fa9543c,28:20.4,28:20.4
,North America,CFPS,,,1,35,1,35,,90,UPS SUPPLY CHAIN SOLUTIONS(MENLO)  ,29-10-2021,29-10-2021,3504658179,202110293504658179    010090 ,USD,434.94,434.94,434.94,434.94,05-11-2021,,19-11-2021,24-11-2021,03-01-2022,60,04-01-2022,04-01-2022,,Y ,Cleared,,,CASS    ,01-01-1900,01-01-1900,19-11-2021,19-11-2021,,,,,,outbound,ARDMORE                  ,OK,          ,350465817,GRIMBERGEN               ,  ,,,e11f6d341b339f432c61ac69041dff24,28:20.4,28:20.4
,North America,CFPS,,,1,ZQ,ZQ,ZQ,,265,ALEXIM TRADING CORPORATION         ,25-04-2020,25-04-2020,ALX208041088  ,20200425ALX208041088  ZQ0265 ,USD,381.54,381.54,381.54,381.54,28-04-2020,,08-07-2020,13-07-2020,17-07-2020,60,27-06-2020,27-06-2020,,O ,Cleared,,,CASS    ,01-01-1900,01-01-1900,08-07-2020,08-07-2020,,,,,,outbound,SANTIAGO DE CHILE        ,  ,          ,ALX20804108   ,MIAMI LAKES              ,FL,,,fc685d4df707c8f7bdc6682636b8d328,28:20.4,28:20.4
,North America,CFPS,,,1,JA,1,JA,,8496,UNITED PARCEL SERVICE              ,30-04-2021,30-04-2021,2AW4651910508 ,202104302AW4651910508 018496 ,USD,1011.84,1011.84,1011.84,1011.84,09-05-2021,,09-05-2021,14-05-2021,06-07-2021,60,08-07-2021,08-07-2021,,A ,Cleared,,,CASS    ,01-01-1900,01-01-1900,0000-12-30,0000-12-30,520,,,,,Inbound,                         ,  ,          ,              ,                         ,  ,,,39091066f8dbeedafae2336787b4cf8b,28:20.4,28:20.4
,North America,CFPS,,,1,89,1,89,,6400,LONE STAR TRANSPORTATION INC       ,10-04-2020,10-04-2020,1831805,202004101831805       016400 ,USD,31.26,31.26,31.26,31.26,15-04-2020,,04-05-2020,07-05-2020,12-06-2020,60,14-06-2020,14-06-2020,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,04-05-2020,04-05-2020,,,,,,outbound,LAREDO                   ,TX,FBC    FBC,7639653,PHARR                    ,TX,,,065a24f82aaa834d5e3ae05fd6c1536f,28:20.4,28:20.4
,North America,CFPS,,,1,92,92,92,,4982,FORE TRANSPORTATION                ,23-04-2020,23-04-2020,624400,20200423624400        924982 ,USD,5.46,5.46,5.46,5.46,20-07-2020,,31-08-2020,03-09-2020,16-09-2020,60,18-09-2020,18-09-2020,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,31-08-2020,31-08-2020,,,,,,Inbound,JOLIET                   ,IL,MSD    MSD,642915,HARVEY                   ,IL,,,0a49578e632955f8397734d51d9fa6ba,28:20.4,28:20.4
,North America,CFPS,,,1,16,16,16,,5060,G & D TRANSPORTATION               ,14-07-2021,14-07-2021,73632093,2021071473632093      165060 ,USD,18610.69,18610.69,18610.69,18610.69,22-07-2021,,27-07-2021,30-07-2021,20-09-2021,60,20-09-2021,20-09-2021,,A ,Cleared,,,CASS    ,01-01-1900,01-01-1900,27-07-2021,27-07-2021,,,,,,outbound,BARTONVILLE              ,IL,          ,814237,EAST PEORIA              ,IL,,,bc54e86627faa0c2ed70b4c980168b9d,28:20.4,28:20.4
,Japan,CFPS,,,1,66,1,66,,90,UPS SUPPLY CHAIN SOLUTIONS(MENLO)  ,08-10-2020,08-10-2020,5992312810,202010085992312810    010090 ,USD,7.28,7.28,7.28,7.28,16-10-2020,,21-10-2020,26-10-2020,14-12-2020,60,15-12-2020,15-12-2020,,V ,Cleared,,,CASS    ,01-01-1900,01-01-1900,21-10-2020,21-10-2020,,,,,,outbound,MEBANE                   ,NC,          ,599231281,YOKOHAMA-SHI             ,  ,,,1d33479e1f797138733552be51252347,28:20.4,28:20.4
,North America,CFPS,,,1,13,13,13,,2687A,CON-WAY FREIGHT                    ,14-02-2022,14-02-2022,116394051,20220214116394051     132687A,USD,84.83,84.83,84.83,84.83,28-02-2022,,14-03-2022,17-03-2022,0000-12-30,60,29-04-2022,29-04-2022,,A ,Open,,,Z1FP4065,01-01-1900,01-01-1900,14-03-2022,14-03-2022,,,,,,Inbound,DECATUR                  ,IL,380961,116394051,HIAWATHA                 ,IA,,,f09d72ed505cfd77486e831151a874b8,28:20.4,28:20.4
,North America,CFPS,,,1,X2,1,X2,,5060,G & D TRANSPORTATION               ,03-04-2021,03-04-2021,73598573,2021040373598573      015060 ,USD,123.41,123.41,123.41,123.41,08-04-2021,,27-04-2021,30-04-2021,07-06-2021,60,07-06-2021,07-06-2021,,A ,Cleared,,,CASS    ,01-01-1900,01-01-1900,23-04-2021,23-04-2021,,,,,,Inbound,PEORIA                   ,IL,919144091,1941873,ANDREZIEUX BOUTHEON      ,RH,,,a7fb563a961d8e6ea4c317fede1b0875,28:20.4,28:20.4
,North America,CFPS,,,1,88,88,88,,2687A,CON-WAY FREIGHT                    ,20-07-2021,20-07-2021,731378056,20210720731378056     882687A,USD,19,19,19,19,02-08-2021,,05-08-2021,10-08-2021,29-09-2021,60,01-10-2021,01-10-2021,,Y ,Cleared,,,CASS    ,01-01-1900,01-01-1900,05-08-2021,05-08-2021,,,,,,Inbound,LAFAYETTE                ,IN,12162163,731378056,WOODRIDGE                ,IL,,,921fe6758e44793765fb8ca54338b573,28:20.4,28:20.4
,EAME,CFPS,,,1,35,1,35,,90,UPS SUPPLY CHAIN SOLUTIONS(MENLO)  ,09-10-2020,09-10-2020,3503090635,202010093503090635    010090 ,USD,104.04,104.04,104.04,104.04,19-10-2020,,30-10-2020,04-11-2020,16-12-2020,60,18-12-2020,18-12-2020,,Y ,Cleared,,,CASS    ,01-01-1900,01-01-1900,30-10-2020,30-10-2020,,,,,,outbound,SURREY                   ,BC,          ,350309063,GRIMBERGEN               ,  ,,,6cbb0b357f5dfee7bf6e1bf721ed7dbc,28:20.4,28:20.4
,North America,CFPS,,,1,13,13,13,,2687A,CON-WAY FREIGHT                    ,08-04-2020,08-04-2020,322554901,20200408322554901     132687A,USD,59.17,59.17,59.17,59.17,20-04-2020,,23-04-2020,28-04-2020,17-06-2020,60,19-06-2020,19-06-2020,,A ,Cleared,,,CASS    ,01-01-1900,01-01-1900,23-04-2020,23-04-2020,,,,,,Inbound,DECATUR                  ,IL,150    150,322554901,BATAVIA                  ,IL,,,36b8a8a5f5981f89bfef45d230f444ef,28:20.4,28:20.4
,North America,CFPS,,,1,GT,GT,GT,,2687A,CON-WAY FREIGHT                    ,26-02-2021,26-02-2021,706426523,20210226706426523     GT2687A,USD,450.87,450.87,450.87,450.87,15-03-2021,,01-04-2021,07-04-2021,12-05-2021,60,14-05-2021,14-05-2021,,A ,Cleared,,,CASS    ,01-01-1900,01-01-1900,01-04-2021,01-04-2021,,,,,,Inbound,JOLIET                   ,IL,          ,706426523,EL PASO                  ,TX,,,e1855798fd7064341fc5bb28a34465ee,28:20.4,28:20.4
,North America,CFPS,,,1,16,16,16,,4984,"EVANS TRANSPORTATION SERVICES, INC ",31-08-2021,31-08-2021,F133181       ,20210831F133181       164984 ,USD,1565.6,1565.6,1565.6,1565.6,13-09-2021,,16-09-2021,21-09-2021,10-11-2021,60,12-11-2021,12-11-2021,,A ,Cleared,,,CASS    ,01-01-1900,01-01-1900,16-09-2021,16-09-2021,,,,,,Inbound,PEORIA                   ,IL,12752671,14957540884,LAWRENCEBURG             ,TN,,,2f313330fe867eb65b3a65cb88e3b6cb,28:20.4,28:20.4
,North America,CFPS,,,1,1N,1,1N,,3674,CENTRAL TRANSPORT INTL INC         ,11-06-2021,11-06-2021,14943506940,2021061114943506940   013674 ,USD,50.42,50.42,50.42,50.42,15-06-2021,,18-06-2021,28-06-2021,16-08-2021,60,14-08-2021,14-08-2021,,A ,Cleared,,,CASS    ,01-01-1900,01-01-1900,23-06-2021,23-06-2021,,,,,,Inbound,CLAYTON                  ,OH,1700190,782719,EUCLID                   ,OH,,,f60a938c455a0f9a9e3669b0b3df32a3,28:20.4,28:20.4
,North America,CFPS,,,1,8,1,8,,8496,UNITED PARCEL SERVICE              ,08-04-2021,08-04-2021,813VF71610417 ,20210408813VF71610417 018496 ,USD,183.32,183.32,183.32,183.32,18-04-2021,,18-04-2021,23-04-2021,15-06-2021,60,17-06-2021,17-06-2021,,A ,Cleared,,,CASS    ,01-01-1900,01-01-1900,0000-12-30,0000-12-30,541,,,,,outbound,                         ,  ,          ,              ,                         ,  ,,,b5556ecd7a8c12a6b3b42a1e4e33eec5,28:20.4,28:20.4
,North America,CFPS,,,1,16,16,16,,8231,SUPERIOR CONSOLIDATED INDUSTRIES   ,06-04-2021,06-04-2021,597385,20210406597385        168231 ,USD,102.6,102.6,102.6,102.6,07-04-2021,,12-04-2021,15-04-2021,04-06-2021,60,06-06-2021,06-06-2021,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,12-04-2021,12-04-2021,,,,,,outbound,METAMORA                 ,IL,124    124,597385,EAST PEORIA              ,IL,,,f2b92482b7f5cb67a9be8051d1bfbe1b,28:20.4,28:20.4
,North America,CFPS,,,1,11,1,11,,2687A,CON-WAY FREIGHT                    ,28-01-2021,28-01-2021,254070751,20210128254070751     012687A,USD,71.49,71.49,71.49,71.49,15-02-2021,,18-02-2021,23-02-2021,14-04-2021,60,16-04-2021,16-04-2021,,A ,Cleared,,,CASS    ,01-01-1900,01-01-1900,18-02-2021,18-02-2021,,,,,,Inbound,JOLIET                   ,IL,          ,254070751,SAN DIEGO                ,CA,,,357d9882b74d196d630f1b06960c8470,28:20.4,28:20.4
,North America,CFPS,,,1,SE,SE,SE,,3349,XPO LOGISTICS                      ,26-07-2019,26-07-2019,5823661,201907265823661       SE3349 ,USD,7220,7220,7220,7220,09-03-2019,,20-05-2020,26-05-2020,02-06-2020,60,08-05-2019,08-05-2019,,Y ,Cleared,,,CASS    ,01-01-1900,01-01-1900,20-05-2020,20-05-2020,,,,,,Inbound,VICTORIA                 ,TX,693MSKU693,              ,SEABROOK                 ,TX,,,a7830214899fe03bd00dd5e0c4e7d605,28:20.4,28:20.4
,North America,CFPS,,,1,40,40,40,,2687A,CON-WAY FREIGHT                    ,24-11-2020,24-11-2020,174412910,20201124174412910     402687A,USD,100.78,100.78,100.78,100.78,11-12-2020,,16-12-2020,21-12-2020,30-12-2020,60,09-02-2021,09-02-2021,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,16-12-2020,16-12-2020,,,,,,Inbound,SEGUIN                   ,TX,463    463,174412910,ROMULUS                  ,MI,,,cb9be60e310649ef93882a18e306bc7c,28:20.4,28:20.4
